"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"03.10.2022 11:52:00 - 11:53:00","44837.2868055556","28 012 641 KByte","28684944670.5696","3 824 659 kbit/s","478082411.1762","26 931 713 KByte","27578074404.5190","3 677 077 kbit/s","459634573.4087","1 080 928 KByte","1106870266.0506","147 583 kbit/s","18447837.7675","0 %","0.0000","100 %","0000010000"
"03.10.2022 11:53:00 - 11:54:00","44837.2875000000","27 929 563 KByte","28599872369.0439","3 813 316 kbit/s","476664539.4841","26 851 629 KByte","27496068576.0904","3 666 142 kbit/s","458267809.6015","1 077 933 KByte","1103803792.9534","147 174 kbit/s","18396729.8826","0 %","0.0000","100 %","0000010000"
"03.10.2022 11:54:00 - 11:55:00","44837.2881944444","29 163 331 KByte","29863251270.9875","3 982 431 kbit/s","497803821.8201","28 038 320 KByte","28711239180.8235","3 828 803 kbit/s","478600419.7504","1 125 012 KByte","1152012090.1640","153 627 kbit/s","19203402.0697","0 %","0.0000","100 %","0000009998"
"03.10.2022 11:55:00 - 11:56:00","44837.2888888889","29 547 721 KByte","30256866077.2797","4 034 249 kbit/s","504281101.2880","28 405 225 KByte","29086949976.2284","3 878 260 kbit/s","484782499.6038","1 142 496 KByte","1169916101.0513","155 989 kbit/s","19498601.6842","0 %","0.0000","100 %","0000010000"
"03.10.2022 11:56:00 - 11:57:00","44837.2895833333","29 785 285 KByte","30500132324.4836","4 067 362 kbit/s","508420275.4540","28 639 397 KByte","29326742034.5633","3 910 884 kbit/s","488860510.6612","1 145 889 KByte","1173390289.9203","156 478 kbit/s","19559764.7928","0 %","0.0000","100 %","0000009998"
"03.10.2022 11:57:00 - 11:58:00","44837.2902777778","29 878 635 KByte","30595722043.3639","4 079 430 kbit/s","509928700.7227","28 726 223 KByte","29415652728.9795","3 922 087 kbit/s","490260878.8163","1 152 411 KByte","1180069314.3844","157 343 kbit/s","19667821.9064","0 %","0.0000","100 %","0000010000"
"03.10.2022 11:58:00 - 11:59:00","44837.2909722222","29 938 068 KByte","30656581924.0615","4 088 226 kbit/s","511028203.4349","28 779 039 KByte","29469735648.7891","3 929 953 kbit/s","491244134.8356","1 159 030 KByte","1186846275.2724","158 273 kbit/s","19784068.5993","0 %","0.0000","100 %","0000009998"
"03.10.2022 11:59:00 - 12:00:00","44837.2916666667","29 966 672 KByte","30685872080.0313","4 091 450 kbit/s","511431201.3339","28 807 756 KByte","29499142497.9915","3 933 219 kbit/s","491652374.9665","1 158 916 KByte","1186729582.0398","158 231 kbit/s","19778826.3673","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:00:00 - 12:01:00","44837.2923611111","28 445 824 KByte","29128523878.3820","3 884 451 kbit/s","485556324.0270","27 346 976 KByte","28003303407.3212","3 734 396 kbit/s","466799523.3759","1 098 848 KByte","1125220471.0608","150 054 kbit/s","18756800.6511","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:01:00 - 12:02:00","44837.2930555556","28 316 075 KByte","28995660336.3800","3 866 088 kbit/s","483261005.6063","27 224 704 KByte","27878096718.1980","3 717 080 kbit/s","464634945.3033","1 091 371 KByte","1117563618.1820","149 008 kbit/s","18626060.3030","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:02:00 - 12:03:00","44837.2937500000","29 424 746 KByte","30130940232.0982","4 018 128 kbit/s","502266048.2097","28 290 229 KByte","28969194146.9575","3 863 203 kbit/s","482900385.8469","1 134 518 KByte","1161746085.1406","154 925 kbit/s","19365662.3627","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:03:00 - 12:04:00","44837.2944444444","29 479 393 KByte","30186898735.9028","4 024 920 kbit/s","503114978.9317","28 336 974 KByte","29017061687.6065","3 868 942 kbit/s","483617694.7934","1 142 419 KByte","1169837048.2964","155 978 kbit/s","19497284.1383","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:04:00 - 12:05:00","44837.2951388889","29 336 093 KByte","30040159370.3390","4 005 355 kbit/s","500669322.8390","28 200 899 KByte","28877720535.3027","3 850 363 kbit/s","481295342.2550","1 135 194 KByte","1162438835.0363","154 992 kbit/s","19373980.5839","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:05:00 - 12:06:00","44837.2958333333","29 927 689 KByte","30645953970.4620","4 086 808 kbit/s","510851041.3479","28 778 680 KByte","29469368211.4533","3 929 904 kbit/s","491238009.8592","1 149 010 KByte","1176585759.0087","156 904 kbit/s","19613031.4887","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:06:00 - 12:07:00","44837.2965277778","29 981 207 KByte","30700755569.7236","4 094 116 kbit/s","511764553.5877","28 833 396 KByte","29525397348.4754","3 937 376 kbit/s","492171984.4720","1 147 811 KByte","1175358221.2482","156 741 kbit/s","19592569.1157","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:07:00 - 12:08:00","44837.2972222222","28 198 111 KByte","28874865213.6174","3 850 624 kbit/s","481327974.8894","27 116 148 KByte","27766936022.6341","3 702 875 kbit/s","462859410.2789","1 081 962 KByte","1107929190.9833","147 749 kbit/s","18468564.6105","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:08:00 - 12:09:00","44837.2979166667","29 079 155 KByte","29777054464.5093","3 970 274 kbit/s","496284241.0752","27 968 787 KByte","28640038091.2195","3 818 672 kbit/s","477333968.1870","1 110 368 KByte","1137016373.2898","151 602 kbit/s","18950272.8882","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:09:00 - 12:10:00","44837.2986111111","30 210 124 KByte","30935167087.0097","4 125 377 kbit/s","515672063.4607","29 063 241 KByte","29760758616.0380","3 968 763 kbit/s","496095326.1550","1 146 883 KByte","1174408470.9717","156 614 kbit/s","19576737.3057","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:10:00 - 12:11:00","44837.2993055556","30 012 126 KByte","30732416831.4875","4 098 339 kbit/s","512292329.2463","28 872 626 KByte","29565569335.3037","3 942 733 kbit/s","492841629.1933","1 139 500 KByte","1166847496.1838","155 606 kbit/s","19450700.0531","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:11:00 - 12:12:00","44837.3000000000","30 694 581 KByte","31431250504.5588","4 190 833 kbit/s","523854175.0760","29 530 477 KByte","30239208610.0607","4 031 894 kbit/s","503986810.1677","1 164 103 KByte","1192041894.4981","158 939 kbit/s","19867364.9083","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:12:00 - 12:13:00","44837.3006944444","30 533 170 KByte","31265966006.6099","4 169 490 kbit/s","521186297.8265","29 371 174 KByte","30076082590.4909","4 010 813 kbit/s","501351601.7751","1 161 996 KByte","1189883416.1190","158 678 kbit/s","19834696.0513","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:13:00 - 12:14:00","44837.3013888889","29 923 053 KByte","30641205979.4536","4 085 494 kbit/s","510686766.3242","28 785 940 KByte","29476802874.4179","3 930 240 kbit/s","491280047.9070","1 137 112 KByte","1164403105.0358","155 254 kbit/s","19406718.4173","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:14:00 - 12:15:00","44837.3020833333","28 125 511 KByte","28800523558.8599","3 840 710 kbit/s","480088740.7711","27 057 514 KByte","27706894029.5135","3 694 868 kbit/s","461858543.5825","1 067 998 KByte","1093629529.3464","145 842 kbit/s","18230197.1886","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:15:00 - 12:16:00","44837.3027777778","28 511 576 KByte","29195854274.2759","3 892 781 kbit/s","486597571.2379","27 419 180 KByte","28077240822.8477","3 743 632 kbit/s","467954013.7141","1 092 396 KByte","1118613451.4282","149 148 kbit/s","18643557.5238","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:16:00 - 12:17:00","44837.3034722222","29 402 489 KByte","30108148560.2765","4 014 420 kbit/s","501802476.0046","28 273 993 KByte","28952568683.8457","3 860 342 kbit/s","482542811.3974","1 128 496 KByte","1155579876.4308","154 077 kbit/s","19259664.6072","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:17:00 - 12:18:00","44837.3041666667","29 900 505 KByte","30618116847.8078","4 082 416 kbit/s","510301947.4635","28 756 060 KByte","29446205302.2258","3 926 161 kbit/s","490770088.3704","1 144 445 KByte","1171911545.5820","156 255 kbit/s","19531859.0930","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:18:00 - 12:19:00","44837.3048611111","30 720 826 KByte","31458125781.0985","4 195 116 kbit/s","524389494.6007","29 546 703 KByte","30255823766.6692","4 034 782 kbit/s","504347787.4091","1 174 123 KByte","1202302014.4293","160 334 kbit/s","20041707.1917","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:19:00 - 12:20:00","44837.3055555556","30 913 237 KByte","31655154240.6361","4 221 391 kbit/s","527673849.6522","29 727 891 KByte","30441359886.7858","4 059 525 kbit/s","507440571.5417","1 185 346 KByte","1213794353.8503","161 866 kbit/s","20233278.1105","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:20:00 - 12:21:00","44837.3062500000","31 156 371 KByte","31904123889.7203","4 254 592 kbit/s","531824035.5013","29 964 308 KByte","30683451452.5931","4 091 809 kbit/s","511476103.5605","1 192 063 KByte","1220672437.1272","162 783 kbit/s","20347931.9408","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:21:00 - 12:22:00","44837.3069444444","29 530 597 KByte","30239330982.7765","4 032 583 kbit/s","504072861.8566","28 400 323 KByte","29081930614.9930","3 878 237 kbit/s","484779640.1899","1 130 274 KByte","1157400367.7835","154 346 kbit/s","19293221.6667","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:22:00 - 12:23:00","44837.3076388889","29 956 953 KByte","30675919395.3141","4 090 123 kbit/s","511265323.2552","28 804 638 KByte","29495949511.7055","3 932 793 kbit/s","491599158.5284","1 152 314 KByte","1179969883.6086","157 329 kbit/s","19666164.7268","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:23:00 - 12:24:00","44837.3083333333","31 020 236 KByte","31764721589.9376","4 236 002 kbit/s","529500276.5451","29 832 292 KByte","30548267040.8129","4 073 781 kbit/s","509222654.4560","1 187 944 KByte","1216454549.1247","162 221 kbit/s","20277622.0891","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:24:00 - 12:25:00","44837.3090277778","31 241 915 KByte","31991721404.3484","4 265 563 kbit/s","533195356.7391","30 051 003 KByte","30772226929.0332","4 102 964 kbit/s","512870448.8172","1 190 913 KByte","1219494475.3152","162 599 kbit/s","20324907.9219","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:25:00 - 12:26:00","44837.3097222222","31 665 096 KByte","32425058162.4232","4 323 341 kbit/s","540417636.0404","30 456 423 KByte","31187376848.8683","4 158 317 kbit/s","519789614.1478","1 208 673 KByte","1237681313.5550","165 024 kbit/s","20628021.8926","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:26:00 - 12:27:00","44837.3104166667","32 159 645 KByte","32931476545.3349","4 390 864 kbit/s","548857942.4222","30 926 174 KByte","31668402223.6937","4 222 454 kbit/s","527806703.7282","1 233 471 KByte","1263074321.6412","168 410 kbit/s","21051238.6940","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:27:00 - 12:28:00","44837.3111111111","31 607 632 KByte","32366214909.9181","4 315 495 kbit/s","539436915.1653","30 391 735 KByte","31121136796.9460","4 149 485 kbit/s","518685613.2824","1 215 897 KByte","1245078112.9721","166 010 kbit/s","20751301.8829","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:28:00 - 12:29:00","44837.3118055556","29 065 491 KByte","29763062407.0763","3 969 070 kbit/s","496133729.0728","27 939 642 KByte","28610193201.4485","3 815 328 kbit/s","476916039.3640","1 125 849 KByte","1152869205.6278","153 742 kbit/s","19217689.7087","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:29:00 - 12:30:00","44837.3125000000","28 664 023 KByte","29351959126.1974","3 913 595 kbit/s","489199318.7700","27 543 043 KByte","28204076082.7522","3 760 543 kbit/s","470067934.7125","1 120 980 KByte","1147883043.4452","153 051 kbit/s","19131384.0574","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:30:00 - 12:31:00","44837.3131944444","29 504 235 KByte","30212336612.4099","4 028 983 kbit/s","503622880.6869","28 350 453 KByte","29030863851.0150","3 871 427 kbit/s","483928385.5812","1 153 782 KByte","1181472761.3949","157 556 kbit/s","19694495.1058","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:31:00 - 12:32:00","44837.3138888889","29 940 307 KByte","30658874657.7217","4 088 531 kbit/s","511066422.0324","28 772 117 KByte","29462647844.8408","3 929 008 kbit/s","491125985.0782","1 168 190 KByte","1196226812.8808","159 523 kbit/s","19940436.9542","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:32:00 - 12:33:00","44837.3145833333","30 810 139 KByte","31549582237.2568","4 206 611 kbit/s","525826370.6209","29 607 438 KByte","30318016824.6126","4 042 402 kbit/s","505300280.4102","1 202 701 KByte","1231565412.6443","164 209 kbit/s","20526090.2107","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:33:00 - 12:34:00","44837.3152777778","31 557 516 KByte","32314896828.1132","4 308 653 kbit/s","538581613.8019","30 334 340 KByte","31062363961.0788","4 141 649 kbit/s","517706066.0180","1 223 177 KByte","1252532867.0344","167 004 kbit/s","20875547.7839","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:34:00 - 12:35:00","44837.3159722222","31 338 656 KByte","32090783434.6010","4 279 484 kbit/s","534935546.5011","30 117 732 KByte","30840557476.4347","4 112 760 kbit/s","514094973.7695","1 220 924 KByte","1250225958.1663","166 725 kbit/s","20840572.7316","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:35:00 - 12:36:00","44837.3166666667","29 768 614 KByte","30483060359.8367","4 065 086 kbit/s","508135695.2798","28 606 257 KByte","29292807101.2451","3 906 359 kbit/s","488294834.1598","1 162 357 KByte","1190253258.5916","158 727 kbit/s","19840861.1200","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:36:00 - 12:37:00","44837.3173611111","30 667 539 KByte","31403560131.4817","4 187 141 kbit/s","523392668.8580","29 484 743 KByte","30192376474.6033","4 025 650 kbit/s","503206274.5767","1 182 797 KByte","1211183656.8784","161 491 kbit/s","20186394.2813","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:37:00 - 12:38:00","44837.3180555556","32 510 772 KByte","33291030280.9480","4 438 804 kbit/s","554850504.6825","31 263 210 KByte","32013526568.4847","4 268 470 kbit/s","533558776.1414","1 247 562 KByte","1277503712.4633","170 334 kbit/s","21291728.5411","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:38:00 - 12:39:00","44837.3187500000","33 039 162 KByte","33832101644.8316","4 511 699 kbit/s","563962354.4729","31 770 707 KByte","32533204385.5700","4 338 484 kbit/s","542310458.1692","1 268 454 KByte","1298897259.2617","173 215 kbit/s","21651896.3037","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:39:00 - 12:40:00","44837.3194444444","32 787 139 KByte","33574030507.9689","4 476 537 kbit/s","559567175.1328","31 520 018 KByte","32276498287.1654","4 303 533 kbit/s","537941638.1194","1 267 121 KByte","1297532220.8035","173 004 kbit/s","21625537.0134","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:40:00 - 12:41:00","44837.3201388889","32 961 437 KByte","33752511503.6553","4 500 335 kbit/s","562541858.3943","31 680 100 KByte","32440422511.3040","4 325 390 kbit/s","540673708.5217","1 281 337 KByte","1312088992.3513","174 945 kbit/s","21868149.8725","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:41:00 - 12:42:00","44837.3208333333","33 393 881 KByte","34195333788.8846","4 560 138 kbit/s","570017232.6869","32 100 036 KByte","32870437282.2919","4 383 456 kbit/s","547931943.3621","1 293 844 KByte","1324896506.5926","176 682 kbit/s","22085289.3248","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:42:00 - 12:43:00","44837.3215277778","31 583 457 KByte","32341459902.6063","4 312 913 kbit/s","539114184.0741","30 357 918 KByte","31086508396.5467","4 145 559 kbit/s","518194839.0823","1 225 539 KByte","1254951506.0596","167 355 kbit/s","20919344.9918","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:43:00 - 12:44:00","44837.3222222222","32 188 138 KByte","32960653776.0338","4 395 486 kbit/s","549435802.2343","30 941 943 KByte","31684549486.7505","4 225 311 kbit/s","528163852.0879","1 246 196 KByte","1276104289.2833","170 176 kbit/s","21271950.1464","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:44:00 - 12:45:00","44837.3229166667","33 494 720 KByte","34298593454.0943","4 573 146 kbit/s","571643224.2349","32 201 766 KByte","32974608050.6484","4 396 614 kbit/s","549576800.8441","1 292 954 KByte","1323985403.4459","176 531 kbit/s","22066423.3908","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:45:00 - 12:46:00","44837.3236111111","33 615 139 KByte","34421902100.3414","4 590 352 kbit/s","573794000.6725","32 315 549 KByte","33091121934.9890","4 412 885 kbit/s","551610634.0222","1 299 590 KByte","1330780165.3524","177 467 kbit/s","22183366.6503","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:46:00 - 12:47:00","44837.3243055556","33 770 009 KByte","34580489617.3139","4 611 501 kbit/s","576437566.5497","32 465 540 KByte","33244713033.9378","4 433 367 kbit/s","554170912.3844","1 304 469 KByte","1335776583.3761","178 133 kbit/s","22266654.1653","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:47:00 - 12:48:00","44837.3250000000","33 743 559 KByte","34553404786.1069","4 607 121 kbit/s","575890079.7684","32 439 855 KByte","33218411130.5762","4 429 121 kbit/s","553640185.5096","1 303 705 KByte","1334993655.5306","177 999 kbit/s","22249894.2588","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:48:00 - 12:49:00","44837.3256944444","33 894 892 KByte","34708369283.4957","4 628 554 kbit/s","578569249.5999","32 577 568 KByte","33359429821.2581","4 448 665 kbit/s","556083177.5506","1 317 324 KByte","1348939462.2377","179 889 kbit/s","22486072.0493","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:49:00 - 12:50:00","44837.3263888889","32 236 979 KByte","33010666423.5180","4 401 422 kbit/s","550177773.7253","30 973 834 KByte","31717205532.3559","4 228 961 kbit/s","528620092.2059","1 263 145 KByte","1293460891.1620","172 461 kbit/s","21557681.5194","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:50:00 - 12:51:00","44837.3270833333","32 552 654 KByte","33333918007.7944","4 445 263 kbit/s","555657909.7815","31 282 132 KByte","32032902721.7204","4 271 766 kbit/s","533970707.1465","1 270 523 KByte","1301015286.0740","173 498 kbit/s","21687202.6350","0 %","0.0000","100 %","0000009998"
"03.10.2022 12:51:00 - 12:52:00","44837.3277777778","33 238 552 KByte","34036276959.9949","4 538 170 kbit/s","567271282.6666","31 936 437 KByte","32702911666.0374","4 360 388 kbit/s","545048527.7673","1 302 115 KByte","1333365293.9575","177 782 kbit/s","22222754.8993","0 %","0.0000","100 %","0000010000"
"03.10.2022 12:52:00 - 12:53:00","44837.3284722222","32 881 177 KByte","33670324746.1136","4 490 125 kbit/s","561265623.3725","31 588 810 KByte","32346941490.7644","4 313 644 kbit/s","539205559.1059","1 292 366 KByte","1323383255.3492","176 481 kbit/s","22060064.2665","0 %","0.0000","100 %","0000009998"
